LLAVEHOG,ORDEN,AÑOS_CUMPLIDOS,HIJOS,CANT_PERSONAS,VIVE_PADRES,NIVEL_EDUCACION_MADRE,AFILIADO_SS,ESTADO_SALUD,DISCAPACIDAD,LEER_ESCRIBIR,NIVEL_EDUCATIVO,SALARIO,ACTIVIDAD,TELEFONO,TIPO_VIVIENDA,SUBSIDIO,SEGURIDAD,CONDICIONES_VIDA,POBRE,INGRESO_HOGAR,COMIDA,AGUA_ALIMENTOS,AGUA24H,VIVIENDA,SATISFACCCION_INGRESO,SATISFACCION_SALUD,SATISFACCION_SEGURIDAD,SATISFACCION_TRABAJO,SATISFACCION_VIDA
60077111,4,18,1,6,4,1,1,2,NO,1,,,4,1,1,NO,2,1,2,2,2,2,2,4,9,10,5,10,10
60078731,1,51,4,7,4,10,1,1,NO,1,,400000,1,1,1,NO,1,1,2,2,2,1,1,1,10,10,10,10,10
60079681,5,31,1,6,4,10,1,2,NO,1,,600000,1,1,1,NO,1,1,2,3,2,2,1,1,9,9,9,10,9
60079791,4,27,1,5,3,,1,2,NO,1,,99,1,1,1,NO,1,3,2,2,2,1,1,3,10,10,10,8,10
60080011,1,26,1,3,4,4,1,2,NO,1,,737000,1,1,1,NO,1,2,2,2,2,1,1,4,7,9,9,9,8
60080161,2,47,1,3,2,,1,3,NO,1,,,4,2,1,SI,2,3,2,1,2,1,1,1,9,6,6,6,8
60080181,3,31,1,6,3,,1,2,NO,1,,,4,1,1,NO,2,2,2,1,1,1,1,1,5,8,6,0,8
60080221,1,53,1,2,4,2,1,2,NO,1,,,1,1,1,SI,1,3,2,1,2,1,1,3,5,10,3,7,10
60080281,3,37,3,6,3,,1,2,NO,1,,,1,1,1,SI,1,1,2,2,2,1,1,1,9,9,7,8,10
60080301,4,26,2,6,2,,1,3,NO,1,,300000,1,1,2,SI,1,3,1,1,2,1,1,3,4,5,8,4,9
60080431,1,25,1,3,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,6,10,8,8,10
60080441,2,18,1,3,4,4,1,2,NO,1,,,4,2,1,SI,1,2,1,1,2,1,1,4,9,8,8,4,10
60080631,1,35,1,2,4,2,1,3,NO,1,,,4,1,1,SI,2,2,2,1,2,1,1,1,5,4,5,9,10
60081371,2,34,1,5,2,,1,2,NO,1,,1500000,1,1,2,SI,1,2,2,3,2,1,1,3,7,7,7,9,9
60081691,3,73,1,4,4,10,1,3,NO,2,,,6,2,1,SI,1,2,2,1,2,1,1,1,5,5,10,7,8
60081701,1,42,1,3,4,4,1,2,NO,1,,,1,1,1,NO,1,1,2,2,2,1,1,3,10,10,10,10,10
60082011,6,16,1,8,3,,1,2,NO,1,,,4,2,1,NO,1,1,2,2,2,2,1,3,10,10,10,10,10
60082031,2,30,1,5,2,,1,3,NO,1,,,4,1,1,NO,1,2,2,2,2,1,2,4,10,10,10,10,10
60082571,1,52,1,2,4,2,2,3,NO,1,,,1,1,1,NO,1,3,2,1,2,1,1,1,6,6,7,6,8
60082611,2,40,4,6,2,,1,2,NO,1,,,2,1,1,SI,1,2,1,1,1,1,1,1,10,10,10,10,10
60082631,1,25,2,7,4,2,1,2,NO,1,,737717,1,1,1,NO,1,2,2,1,1,5,,4,5,10,7,10,10
60082681,1,37,3,4,4,1,1,3,NO,1,,,1,1,2,NO,1,3,1,1,2,1,2,3,5,8,8,7,7
60082711,1,31,3,4,4,10,2,2,NO,1,,500000,1,1,2,NO,1,3,1,1,2,1,2,3,0,8,7,0,6
60082791,5,20,1,6,4,4,1,2,NO,1,,,4,1,1,SI,2,2,1,2,2,1,2,1,9,10,10,10,10
60082981,4,24,1,5,3,,1,2,NO,1,,,1,1,1,SI,1,2,1,1,2,1,2,1,5,7,5,5,10
60083001,1,29,1,2,4,3,1,2,NO,1,,,1,1,2,SI,1,2,1,1,2,1,2,3,5,7,6,7,10
60083171,3,30,1,4,3,,1,2,NO,1,,1600000,1,1,1,SI,1,3,1,2,2,1,2,4,5,6,4,9,8
60083181,3,18,1,4,3,,1,2,NO,1,,,4,1,1,SI,1,2,1,1,2,1,1,1,9,10,10,10,10
60083201,2,34,1,4,2,,1,2,NO,1,,,1,1,1,SI,1,2,1,1,2,1,1,1,6,8,10,10,10
60083241,4,19,1,8,3,,1,2,NO,1,,,4,2,1,SI,1,2,1,2,2,1,1,3,9,10,10,10,10
60083271,1,34,2,3,4,1,1,2,NO,1,,1600000,1,1,1,SI,1,2,2,1,2,1,1,4,5,6,6,7,8
60083291,2,51,1,2,4,9,1,3,SI,1,,,5,2,1,NO,1,3,2,2,2,1,2,1,9,2,8,2,10
60083511,3,26,2,6,2,,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,2,1,1,9,10,10,9,10
60083691,1,38,1,2,4,1,1,3,NO,1,,,4,1,3,SI,1,3,1,1,2,2,1,4,3,8,8,3,10
60083881,2,33,1,3,2,,1,2,SI,2,,,4,2,1,SI,1,2,2,2,2,2,1,1,9,8,8,7,10
60084111,3,46,1,6,2,,1,2,NO,1,,2456000,1,1,2,NO,2,2,2,2,2,1,1,1,5,8,5,8,10
60084131,1,65,1,2,4,1,1,3,NO,1,,,4,1,1,NO,2,2,1,1,2,1,1,1,6,5,5,8,10
60084191,3,31,3,7,3,,2,2,NO,1,,450000,1,1,1,SI,1,2,2,1,2,1,1,1,3,10,5,10,10
60084252,3,21,1,4,4,2,2,2,NO,1,,,1,1,1,NO,1,2,2,1,2,1,1,3,8,10,8,10,10
60084271,1,35,1,7,1,2,1,2,NO,1,,520000,1,1,2,NO,1,1,2,2,2,1,1,1,10,10,10,10,10
60084341,3,39,1,5,2,,1,2,NO,1,,600000,1,1,1,NO,1,2,2,2,2,1,1,1,6,9,8,8,10
60084421,1,58,1,3,2,,1,3,NO,1,,,1,2,1,SI,1,4,1,1,2,1,1,1,2,6,10,1,8
60084441,3,20,1,8,2,,1,2,NO,1,,,2,2,1,NO,1,2,2,3,2,1,1,1,10,10,10,10,10
60084471,2,29,2,6,4,1,1,2,NO,1,,,4,1,1,SI,1,2,2,1,2,1,1,1,6,9,9,8,10
60084471,5,22,1,6,4,1,1,3,NO,1,,,3,1,1,SI,1,2,2,1,2,1,1,1,2,5,8,3,9
60084641,1,45,1,2,4,1,1,2,NO,1,,500000,1,1,2,NO,1,2,2,2,2,1,1,3,8,10,10,10,10
60084661,1,54,1,2,4,1,1,2,NO,1,,250000,1,1,2,SI,1,2,2,2,2,2,1,4,8,8,8,8,10
60084671,2,28,1,3,2,,1,3,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,8,8,9,9,8
60084691,1,35,2,3,4,3,1,2,NO,1,,,1,1,1,SI,1,3,2,1,2,2,1,1,3,9,3,5,10
60084711,1,24,1,2,4,2,1,2,NO,1,,,4,1,1,NO,1,2,2,1,2,10,,1,7,8,7,4,10
60084741,1,51,1,2,4,9,1,3,NO,1,,,6,1,1,NO,1,2,2,2,2,2,2,1,5,4,7,8,10
60084791,3,33,1,8,3,,1,2,NO,1,,,4,1,1,SI,1,3,1,2,2,2,1,1,9,8,8,8,10
60084791,5,31,1,8,3,,1,2,NO,1,,,1,1,1,SI,1,3,1,2,2,2,1,1,8,8,8,8,9
60084791,7,29,1,8,3,,1,2,NO,1,,,1,1,1,SI,1,3,1,2,2,2,1,1,8,9,8,9,10
60084841,1,46,1,2,4,10,1,2,NO,1,,,1,1,1,NO,1,2,2,1,2,2,1,6,3,9,8,8,9
60084861,1,49,1,3,4,10,2,2,NO,1,,,1,1,1,SI,1,2,2,1,2,2,1,1,6,8,7,8,10
60084861,2,27,1,3,2,,1,2,NO,1,,,4,2,1,SI,1,2,2,1,2,2,1,1,6,9,8,8,10
60084931,4,29,1,5,3,,1,2,NO,1,,737000,1,1,1,SI,2,3,1,2,2,1,1,1,8,7,4,10,10
60085001,4,20,1,5,3,,1,2,NO,1,,,4,1,1,SI,2,3,1,1,2,1,2,4,9,8,5,0,10
60085091,1,55,1,2,4,9,1,3,NO,1,,,4,2,1,NO,1,2,1,1,1,1,2,1,9,5,7,3,7
60085262,4,21,1,6,3,,1,2,NO,1,,400000,1,1,1,SI,1,3,1,1,2,1,2,3,9,10,9,8,5
60085901,5,18,1,6,3,,1,2,NO,1,,,3,1,1,SI,2,3,2,1,2,2,1,1,9,7,7,9,8
60086051,2,39,1,3,2,,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,1,2,1,8,8,8,7,9
60086611,6,37,1,7,4,1,1,3,NO,1,,800000,1,1,1,NO,1,2,2,1,1,1,1,3,7,6,7,8,7
60086861,7,22,2,9,3,,1,2,NO,1,,737000,1,1,1,NO,1,1,1,2,2,1,1,1,8,8,8,8,10
60087061,4,18,1,5,2,,1,2,NO,1,,,4,1,1,SI,1,3,1,2,2,1,1,3,7,8,7,2,10
60087071,4,29,1,5,4,1,1,2,NO,1,,,4,1,1,SI,1,2,1,2,2,1,1,3,9,9,8,3,10
60087341,1,51,1,3,4,1,1,2,NO,1,,,4,2,1,NO,1,2,1,2,2,1,2,1,8,9,9,8,8
60087341,2,19,1,3,2,,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,2,1,8,9,9,7,9
60087611,6,27,1,8,3,,1,1,NO,1,,,4,1,1,SI,1,2,1,1,2,6,,1,9,8,8,7,9
60087941,2,20,1,3,1,5,1,1,NO,1,,240000,1,1,1,NO,1,3,1,1,2,2,1,4,8,8,8,8,9
60088021,3,40,1,5,3,,1,2,NO,1,,,4,1,1,SI,1,2,2,1,2,5,,1,0,8,8,5,7
60088031,1,44,4,5,4,9,1,2,NO,1,,,4,1,1,SI,1,2,1,1,1,1,2,3,9,8,10,7,9
60088051,2,27,2,5,2,,1,1,NO,1,,,1,1,1,SI,1,3,1,1,2,1,1,1,4,10,10,4,10
60088111,1,46,2,8,4,10,1,3,NO,1,,100000,4,2,1,SI,1,4,1,1,2,9,,4,5,7,6,6,7
60088131,1,25,2,3,4,2,1,1,NO,1,,750000,1,1,1,NO,1,3,2,1,1,1,1,3,8,6,8,8,7
60088141,1,47,5,6,4,9,1,2,NO,1,,,1,1,1,NO,1,3,1,1,2,5,,1,4,8,8,4,7
60088181,1,46,4,7,4,1,1,3,NO,1,,,1,1,2,SI,1,3,2,1,2,1,1,4,9,9,6,7,10
60088241,1,42,2,3,4,10,1,3,NO,1,,500000,1,1,1,NO,1,2,2,2,2,1,1,1,5,6,7,6,10
60088261,1,26,2,3,4,9,1,2,NO,1,,150000,4,1,2,SI,2,3,1,2,2,1,1,1,5,10,2,6,9
60088381,3,17,1,6,1,2,1,2,NO,1,,,4,1,1,NO,2,3,1,1,2,2,1,3,9,10,9,9,10
60088381,5,16,1,6,1,3,1,2,NO,1,,30000,1,2,1,NO,2,3,1,1,2,2,1,3,9,9,8,9,10
60088391,1,31,2,3,4,1,1,2,NO,1,,510000,1,1,2,SI,1,2,1,2,2,6,,1,5,7,4,7,10
60088521,1,55,1,2,4,2,1,1,NO,1,,,1,1,1,NO,1,1,2,3,2,1,1,3,8,9,10,8,9
60088701,3,25,1,4,3,,1,2,NO,1,,,3,1,2,NO,1,2,1,1,2,1,1,1,9,10,10,0,10
60088771,1,25,1,3,2,,1,2,NO,1,,500000,1,1,2,SI,1,2,2,2,2,2,1,1,8,8,8,9,8
60089451,4,48,1,4,4,1,1,2,NO,1,,737717,1,1,1,NO,1,2,1,1,2,2,2,5,7,9,9,9,10
60089551,2,44,1,4,2,,1,3,NO,2,,,4,2,1,SI,1,2,1,2,2,1,2,1,9,8,9,8,8
60089951,1,56,2,4,4,1,1,2,NO,1,,,4,1,1,NO,2,3,2,1,2,1,1,1,5,8,5,7,8
60089951,3,17,1,4,2,,1,2,NO,1,,,4,2,1,NO,2,3,2,1,2,1,1,1,5,7,5,7,8
60090031,4,17,1,5,2,,1,1,NO,1,,,3,2,1,SI,1,2,2,2,2,3,,1,5,10,10,5,9
60090501,1,44,2,3,4,3,1,2,NO,1,,1000000,1,1,1,NO,1,2,2,3,2,10,,4,10,10,10,10,10
60090561,1,21,1,2,4,6,2,1,NO,1,,,6,1,2,NO,1,1,2,2,2,10,,3,10,10,10,10,10
60091261,6,28,1,7,2,,1,2,NO,1,,,4,1,1,NO,1,2,1,1,2,2,1,1,9,10,10,0,10
60091281,4,28,1,6,3,,1,2,NO,1,,737000,1,1,1,NO,1,3,2,1,2,1,1,1,8,8,10,9,8
60091321,1,37,1,2,4,9,1,2,NO,1,,,1,1,2,NO,1,2,1,1,1,1,1,3,3,9,8,4,8
60091331,1,59,1,2,4,10,1,2,NO,1,,,4,1,1,NO,1,2,1,1,2,1,1,4,9,4,5,5,6
60091381,1,40,3,7,2,,1,3,NO,1,,,1,1,1,NO,2,3,1,1,2,1,2,3,0,3,2,5,10
60091381,4,20,1,7,2,,1,3,NO,1,,,4,1,1,NO,2,3,1,1,2,1,2,3,4,8,0,0,8
60091751,4,27,1,6,3,,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,2,5,10,10,10,10
60091861,3,81,1,3,4,10,1,3,NO,2,,,6,1,2,NO,1,2,1,1,2,1,1,1,9,7,9,6,10
60092231,1,23,1,2,4,10,1,2,NO,1,,250000,4,1,2,SI,1,2,2,1,2,1,1,3,5,10,10,5,10
60092491,1,55,1,3,4,1,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,3,8,10,10,7,10
60092511,1,29,1,4,4,4,1,2,NO,1,,820000,1,1,1,NO,1,2,2,2,2,1,1,2,6,9,5,7,8
60093101,4,29,1,6,3,,1,2,NO,1,,737000,1,1,1,NO,1,3,2,2,2,1,1,3,7,5,7,4,7
60093221,5,31,1,6,3,,1,2,NO,1,,,1,1,1,NO,2,2,2,2,2,1,1,1,7,7,6,8,10
60093561,1,44,1,5,4,2,1,2,NO,1,,,1,1,1,SI,1,2,1,2,2,1,2,3,5,8,10,7,10
60093631,4,42,1,5,2,,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,2,1,8,7,3,5,10
60093721,1,54,2,4,4,10,1,2,NO,1,,,4,1,1,NO,1,1,2,2,2,1,1,1,8,9,10,10,9
60093721,3,42,1,4,2,,1,2,NO,1,,737717,1,1,1,NO,1,1,2,2,2,1,1,1,10,10,0,10,10
60093791,3,24,1,5,2,,1,2,NO,1,,,3,1,1,NO,1,2,2,2,2,1,1,3,7,9,5,7,9
60093931,1,29,1,2,4,2,1,2,NO,1,,900000,1,1,2,SI,1,2,2,2,2,1,1,3,8,10,10,10,9
60094151,3,40,1,4,3,,1,3,NO,1,,,6,1,1,SI,1,3,1,1,2,2,1,1,2,5,8,4,10
60094331,3,18,1,6,3,,1,2,NO,1,,240000,1,1,1,NO,1,3,1,2,2,1,2,1,9,10,10,8,7
60094391,1,34,2,3,4,4,1,3,NO,1,,700000,1,1,2,NO,1,2,2,1,2,1,1,2,6,7,8,7,9
60094401,2,27,1,3,1,4,1,1,NO,1,,1440000,1,1,2,NO,1,2,2,2,2,1,1,3,8,10,10,8,9
60094411,2,24,1,4,1,3,1,2,NO,1,,400000,1,1,1,NO,1,2,2,2,2,1,1,1,5,9,8,5,7
60095881,1,52,1,4,4,2,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,1,9,5,10,0,10
60095901,2,62,1,6,1,1,1,2,NO,1,,,4,2,1,NO,1,1,2,2,2,1,1,1,9,6,9,5,6
60095901,3,26,1,6,2,,1,2,NO,1,,,4,1,1,NO,1,1,2,2,2,1,1,1,9,10,10,7,9
60095941,1,52,2,5,4,9,2,1,NO,2,,,2,1,1,NO,1,2,1,1,2,1,2,1,5,7,10,7,7
60096041,1,55,2,3,4,1,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,1,9,9,9,8,9
60096051,1,27,1,2,4,1,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,4,9,9,9,8,9
60096071,1,23,1,2,4,1,1,2,NO,1,,800000,1,1,1,NO,1,2,1,2,2,1,2,3,9,9,9,8,9
60096091,1,38,2,3,4,10,1,2,NO,1,,600000,1,1,1,SI,1,3,1,1,2,4,,3,5,8,10,8,8
60096151,1,54,1,4,4,4,1,2,NO,1,,,1,1,1,NO,1,1,2,3,2,1,1,3,8,8,8,8,10
60096221,4,19,1,6,1,9,1,2,NO,1,,,1,1,1,NO,1,3,1,2,2,2,1,1,0,8,10,0,10
60096281,4,22,1,5,3,,1,2,NO,1,,,4,1,2,NO,1,2,2,1,2,1,1,1,9,9,9,9,10
60096441,1,25,2,3,4,10,1,1,NO,1,,,4,1,1,SI,1,2,2,2,2,1,1,4,9,10,10,10,10
60096681,5,18,1,8,2,,1,2,NO,1,,,4,1,2,SI,2,3,2,1,2,1,1,1,8,9,8,8,10
60096681,7,17,1,8,2,,1,1,NO,1,,,3,2,2,SI,2,3,2,1,2,1,1,1,10,10,10,10,10
60096721,4,34,1,5,3,,1,2,NO,1,,1200000,1,1,2,NO,1,3,1,1,2,1,1,1,10,10,10,10,10
60097231,1,32,2,3,4,1,1,3,NO,1,,300000,1,1,2,SI,1,3,1,1,2,1,1,3,5,7,9,3,10
60097961,2,21,1,4,2,,1,2,NO,1,,737717,1,1,1,NO,1,2,1,2,2,1,1,3,9,9,4,9,9
60098111,1,39,5,6,4,10,1,2,NO,2,,,1,2,1,NO,2,2,1,1,1,1,1,3,0,9,1,3,10
60098121,1,34,2,4,4,2,1,3,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,3,6,5,8,8,8
60098261,3,25,1,4,3,,1,2,NO,1,,99,1,1,2,SI,1,2,2,3,2,1,1,3,8,9,8,10,8
60098301,5,44,2,7,3,,1,2,NO,1,,1100000,1,1,1,NO,1,2,2,2,2,1,1,1,6,9,3,10,10
60098381,3,37,1,4,4,2,1,2,NO,1,,730000,1,1,1,NO,1,2,2,2,2,1,1,1,7,6,5,8,9
60098441,2,22,1,3,2,,1,2,NO,1,,,4,1,2,NO,1,1,2,2,2,1,1,1,9,9,9,7,10
60098451,2,24,1,5,2,,1,2,NO,1,,737700,1,1,2,NO,1,2,1,1,2,1,1,6,7,7,7,6,8
60098521,1,55,3,7,4,1,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,3,9,8,3,0,7
60098521,2,20,1,7,2,,1,2,NO,1,,737717,1,1,1,NO,1,2,1,2,2,1,1,3,7,9,3,8,8
60098521,5,22,1,7,4,2,1,2,NO,1,,737717,1,1,1,NO,1,2,1,2,2,1,1,3,7,8,3,7,7
60098641,2,35,1,3,2,,1,2,NO,1,,3000000,1,1,1,NO,1,2,2,3,2,1,1,6,7,6,7,7,8
60098691,3,30,1,4,4,4,1,2,NO,1,,2000000,1,1,2,NO,2,2,2,1,2,1,1,1,8,8,7,8,8
60099191,2,33,3,6,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,1,2,1,1,1,9,8,9,0,9
60099421,1,27,1,2,4,4,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,4,6,8,5,8,10
60099531,1,37,1,2,4,4,1,3,NO,1,,1300000,1,1,2,NO,1,2,2,2,2,1,1,3,7,7,8,9,10
60099551,2,50,1,3,2,,1,3,NO,1,,,4,1,1,NO,1,3,2,1,2,1,1,1,9,0,10,1,10
60099651,1,42,3,4,4,9,1,2,NO,1,,,1,1,1,SI,1,3,2,1,2,1,1,1,2,6,8,1,9
60099671,1,49,2,3,4,9,1,2,NO,1,,,1,1,1,SI,1,3,2,1,2,1,1,1,2,6,9,3,8
60099761,1,58,1,3,2,,1,2,NO,1,,,4,1,1,SI,1,2,2,2,2,8,,1,8,7,8,8,8
60100271,3,41,1,5,2,,2,2,NO,1,,400000,4,1,1,SI,1,3,1,1,2,1,1,1,0,10,8,8,8
60100291,4,22,1,5,3,,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,3,0,10,7,3,10
60100801,3,34,1,4,1,10,1,2,NO,1,,,1,1,1,NO,1,2,2,3,2,1,1,3,9,8,9,9,9
60100841,5,25,1,6,4,8,1,3,NO,1,,,4,1,1,NO,1,2,2,1,2,1,1,1,9,7,10,8,10
60100921,4,36,2,6,2,,1,2,NO,1,,,1,1,1,SI,1,2,2,1,2,1,1,1,4,6,6,7,7
60101071,5,17,1,6,3,,1,2,NO,1,,,4,2,1,NO,1,3,2,1,2,1,2,3,9,8,8,8,8
60101161,1,28,1,3,2,,1,3,NO,1,,,1,1,2,SI,1,2,2,2,2,1,1,1,8,6,7,10,10
60101211,1,38,1,2,4,1,1,3,NO,1,,760000,1,1,1,NO,1,2,2,2,2,1,1,1,3,5,8,7,10
60101891,1,49,1,2,4,9,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,2,1,9,9,8,8,10
60101981,1,52,1,2,4,1,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,2,2,3,8,9,9,8,9
60102021,1,42,3,4,4,1,1,2,NO,1,,1480000,1,1,1,NO,1,2,2,2,2,2,2,3,9,8,10,10,10
60102071,1,36,2,3,4,1,1,2,NO,1,,400000,1,1,1,SI,1,2,1,2,2,2,2,4,9,9,9,9,9
60102181,1,43,2,3,4,4,1,3,NO,1,,737717,1,1,1,NO,2,2,2,2,2,3,,1,7,7,6,10,8
60102431,1,37,2,3,4,1,1,1,NO,1,,1000000,1,1,1,NO,1,1,2,2,2,1,1,1,8,10,10,8,10
60102461,2,23,1,3,2,,1,2,NO,1,,800000,1,1,2,NO,1,2,2,2,2,1,1,1,7,8,9,8,10
60102481,1,61,1,2,4,1,1,3,SI,1,,,5,2,1,NO,1,3,1,1,2,1,1,1,9,9,7,6,10
60102491,2,25,3,5,4,2,1,2,NO,1,,,1,1,1,SI,1,3,1,1,2,1,1,3,7,8,9,8,10
60102511,3,32,1,4,3,,1,2,NO,1,,737717,1,1,1,NO,1,1,2,2,2,1,1,1,10,10,10,8,10
60103451,1,36,2,3,4,3,1,2,NO,1,,,1,2,2,SI,1,2,1,1,2,10,,3,5,6,5,7,5
60103481,1,44,1,2,4,10,1,2,NO,1,,1200000,1,1,2,NO,1,2,2,2,2,10,,3,10,10,10,10,10
60103491,1,36,1,2,4,1,1,1,NO,1,,,1,1,1,NO,1,2,1,2,2,10,,3,10,10,10,10,10
60103511,1,52,1,2,4,2,1,2,NO,1,,900000,1,1,2,NO,1,2,1,2,2,10,,3,8,8,8,7,7
60103561,1,33,2,3,4,3,1,2,NO,1,,1600000,1,1,1,NO,1,2,2,2,2,10,,5,10,10,10,10,10
60103931,1,62,1,2,4,1,1,2,NO,1,,800000,1,2,3,NO,1,3,1,1,1,10,,1,8,8,8,8,10
60104311,1,59,1,3,4,2,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,1,8,8,8,8,9
60104311,2,24,1,3,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,1,8,8,8,8,9
60104541,2,25,1,3,2,,1,2,NO,1,,,2,1,2,NO,2,2,2,2,2,1,1,6,3,8,6,4,7
60104651,3,24,2,7,3,,1,2,NO,1,,850000,1,1,1,NO,1,3,2,2,2,1,1,3,7,10,5,9,10
60104711,3,38,1,5,3,,2,2,NO,1,,,2,1,1,NO,2,2,2,2,2,1,1,2,9,9,2,8,10
60104821,1,75,1,2,4,10,1,3,NO,2,,,4,1,1,NO,1,2,2,2,2,6,,1,9,5,7,6,10
60104841,1,58,1,4,4,10,1,3,NO,1,,50000,4,1,1,NO,1,3,1,1,1,6,,4,9,10,10,10,10
60104841,3,53,1,4,4,10,1,3,NO,1,,65000,4,1,1,NO,1,3,1,1,1,6,,4,5,4,10,5,10
60104891,6,41,1,7,2,,1,2,NO,1,,,1,1,1,SI,1,3,1,1,2,6,,1,9,10,10,10,10
60105041,3,22,1,4,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,2,1,1,9,9,8,9,10
60105251,1,36,2,4,4,9,1,2,NO,2,,240000,1,2,1,SI,1,2,1,1,2,2,1,5,9,9,9,9,9
60105261,3,62,1,4,1,9,1,3,NO,1,,,4,1,2,SI,1,2,2,2,2,1,2,1,9,6,6,0,10
60105331,1,50,1,2,4,1,1,3,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,3,10,6,10,10,10
60105401,4,21,1,5,3,,1,2,NO,1,,,1,1,1,SI,2,2,2,1,2,6,,1,10,10,10,10,9
60105471,4,20,1,5,3,,1,1,NO,1,,,4,1,1,SI,1,2,2,1,2,4,,2,6,8,6,6,7
60105541,1,42,2,3,4,2,1,3,NO,1,,,1,1,2,NO,1,2,1,2,2,1,1,3,5,9,9,9,9
60105881,3,20,1,8,3,,1,3,NO,1,,,4,1,1,SI,1,2,2,1,2,1,1,1,9,4,2,0,9
60106011,1,41,5,6,4,2,1,2,NO,1,,820000,1,1,2,NO,1,3,2,1,2,1,1,1,4,9,8,7,10
60106031,1,34,2,4,4,1,1,2,NO,1,,,2,1,1,NO,1,3,2,1,2,1,1,4,4,9,7,4,10
60106421,7,23,1,8,4,1,1,2,NO,1,,737000,1,1,1,NO,1,2,2,2,2,1,1,4,6,10,8,9,10
60106811,4,24,1,6,2,,1,2,NO,1,,,4,1,1,SI,1,2,2,2,2,1,1,1,9,9,5,5,10
60108371,1,30,2,4,4,4,1,2,NO,1,,1768000,1,1,1,NO,1,2,2,2,2,1,1,3,7,8,7,8,8
60108411,3,23,1,6,3,,1,2,NO,1,,,4,2,1,NO,1,2,1,1,2,1,1,1,9,6,6,9,10
60108501,2,38,2,4,2,,1,2,NO,1,,,4,1,1,SI,1,2,1,1,2,1,1,3,8,7,8,8,10
60108561,1,32,1,2,4,1,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,1,1,3,9,9,0,9,10
60108611,3,35,1,6,2,,1,2,NO,1,,350000,1,1,1,NO,1,1,2,2,2,1,1,1,8,9,8,10,10
60108611,5,33,1,6,2,,1,1,NO,1,,700000,1,1,1,NO,1,1,2,2,2,1,1,1,8,10,6,10,10
60108761,4,39,1,7,2,,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,7,9,8,7,10
60108761,6,35,1,7,2,,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,8,10,10,10,10
60108781,1,36,1,2,4,9,1,2,NO,1,,,4,1,2,NO,1,3,2,1,2,1,1,4,9,9,10,10,10
60108821,3,24,1,7,3,,1,2,NO,1,,,1,1,2,NO,1,2,2,3,2,1,1,3,6,8,6,5,10
60109001,5,36,1,6,3,,1,2,NO,1,,783000,1,1,1,NO,1,2,2,3,2,2,1,3,10,8,8,10,10
60109011,4,42,1,5,3,,1,2,NO,1,,737717,1,1,1,SI,1,2,2,1,2,2,1,3,5,9,10,6,10
60109701,6,36,1,7,3,,1,2,NO,1,,737717,1,1,1,NO,1,2,2,2,2,6,,1,8,10,7,7,9
60109841,1,53,1,2,4,1,1,2,NO,1,,1300000,1,1,1,NO,1,2,2,2,2,10,,1,8,10,8,10,10
60111971,1,54,1,2,4,4,1,1,NO,1,,1800000,1,1,2,NO,1,2,2,3,2,10,,3,8,7,7,5,6
60112021,1,58,1,2,4,1,1,3,NO,1,,,4,1,1,NO,1,2,1,1,2,10,,3,7,6,6,6,8
60112111,4,75,1,4,4,1,1,2,NO,1,,,4,2,1,NO,1,2,2,2,2,10,,1,8,8,9,8,10
60112121,1,26,1,2,4,2,1,2,NO,1,,800000,1,1,3,NO,1,3,1,1,2,10,,1,8,8,8,8,10
60112201,2,85,1,3,4,1,1,3,NO,1,,,5,2,1,NO,1,2,2,2,2,10,,1,8,8,9,8,9
60112211,4,63,1,4,4,1,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,1,9,8,9,9,9
60112321,1,34,2,4,4,1,1,3,NO,1,,800000,1,1,2,NO,1,2,2,1,2,1,1,2,6,5,7,7,9
